,a,b,g,d,l,k,r_V1,r_V2,r_I,distances
84,0.92,0.32707177277238114,0.16241954231483585,0.5453957025433973,0.08233571289281524,0.047619047619047616,0.19282541397720515,0.13055431338804124,0.08885572692500872,0.06614768201104698
85,0.92,0.08048312926951885,0.21800309019657266,0.1918566273543535,0.05755615252023871,0.047619047619047616,0.23390786299535482,0.08708070184302426,0.11703566672266015,0.055475053822082204
86,0.92,0.2703681611610257,0.1332719322387295,0.09686523113407375,0.02800778199208842,0.047619047619047616,0.2651200651024586,0.21129522384856486,0.0354091862752681,0.08100052391159045
87,0.92,0.6217835936042859,0.11804992219035332,0.8668215646302357,0.13410849578441264,0.047619047619047616,0.0026849159907551432,0.0015909190084320924,0.08800913055229549,0.07102974759843073
88,0.92,0.2157645354734351,0.07025369832788136,0.15423255192950303,0.09041138635439147,0.047619047619047616,0.19257549768338383,0.08261918191303365,0.07333436735998664,0.06722732365254894
89,0.92,0.31863582824610226,0.050369811837775585,0.9873297579547456,0.06637803615171814,0.047619047619047616,0.19228078010318375,0.012656531804970768,0.0933295707419401,0.03812484688296194
90,0.92,0.3508043310978759,0.13959321752757925,0.8492780042545318,0.14879999157383217,0.047619047619047616,0.18283530999749384,0.17001931504555845,0.09416829384579038,0.06803981559017008
91,0.92,0.3233847484398974,0.10550190621766174,0.6560697898693021,0.1536619073084682,0.047619047619047616,0.21604637390362724,0.08357119701648341,0.09184247032026316,0.06365217551527781
92,0.92,0.3954536851204124,0.2301129477540786,0.5000317446477865,0.2324777499406178,0.047619047619047616,0.2839610863806804,0.28391445520962033,0.12317838529447718,0.08536033772363483
93,0.92,0.7004029446474249,0.18896298966335723,0.7407352296864028,0.24270719660556017,0.047619047619047616,0.043124530875195875,0.033291411623752876,0.08114840400216627,0.08539352624159008
94,0.92,0.185288226007767,0.10292382837158015,0.7829680932452016,0.024490745084889853,0.047619047619047616,0.04556705766525399,0.045307605547732,0.11707275355571828,0.08934677484232892
95,0.92,0.2287246135955257,0.10837018387644687,0.5457488151954885,0.12212629175089817,0.047619047619047616,0.19176780559796766,0.0744369405827005,0.08893644019817082,0.07085132874516774
96,0.92,0.18220319745281888,0.19006260188347485,0.3649318930572456,0.17557748667903114,0.047619047619047616,0.218753018280928,0.029669094320556103,0.09134070663983418,0.0729396167104149
97,0.92,0.2337903958623972,0.08631918695044088,0.07157783298589271,0.10525176699622654,0.047619047619047616,0.07572964035127722,0.034380837966875744,0.03149326091458751,0.0616188075964815
98,0.92,0.9956821717505323,0.1901784798932747,0.8646822665009307,0.06555164529686774,0.047619047619047616,0.09854159936249304,0.0832144266539611,0.05530906173307156,0.07084238776296314
99,0.92,0.05025952987733706,0.20964727733845412,0.4643215809605513,0.0733730433568735,0.047619047619047616,0.29481985841736735,0.21693488891710513,0.1513112484815452,0.06151640694860558
100,0.92,0.1145236518255346,0.13398587266322076,0.6623295537444482,0.021299381189468086,0.047619047619047616,0.24309324945706978,0.10156659456089025,0.13879477447806307,0.08455472107944965
101,0.92,0.4942896876901987,0.1557366634361112,0.7960435004036839,0.234897503568907,0.047619047619047616,0.2857131561912136,0.021335885746525167,0.09146048199682309,0.0726095352451554
102,0.92,0.2255977823550152,0.11663469316410086,0.2466843325585747,0.2279348824633726,0.047619047619047616,0.10449948597295292,0.07733915090936593,0.08581237910388548,0.07642590716458428
103,0.92,0.060226345995788653,0.0607031660400718,0.10914537730172957,0.06196784107001599,0.047619047619047616,0.26335563355839187,0.095501848715292,0.08256028194599356,0.07971340869710562
104,0.92,0.7090205073477241,0.19041033899502674,0.8335293000173083,0.055026483727221326,0.047619047619047616,0.22829159259687448,0.10207602850560948,0.07001032068845055,0.05089523309002943
105,0.92,0.061549652582236956,0.1391746472284209,0.7432254552404092,0.23461354093534603,0.047619047619047616,0.20620117223652792,0.16363432273504144,0.15050390028225513,0.08612245964927245
106,0.92,0.158587668532779,0.09078894107475927,0.4019502267493684,0.23254149210390998,0.047619047619047616,0.11563667200260092,0.11024003975665375,0.10756983846138553,0.06064338014676401
107,0.92,0.9383923473104805,0.055756936584496125,0.8775544252263934,0.1429616176900712,0.047619047619047616,0.12230187872166798,0.10028789257639645,0.07014961855796922,0.08474987036720505
108,0.92,0.1590237366646955,0.22480316270270756,0.3166248996285933,0.054526622256600044,0.047619047619047616,0.2587120044052919,0.15110262108559264,0.10047637006562582,0.06960826670225607
109,0.92,0.4416022640964696,0.20384621414269977,0.7905354411120588,0.16001329784989957,0.047619047619047616,0.12936187817688818,0.0765845470123017,0.08991734822590905,0.06623697968958525
110,0.92,0.21630591785891573,0.06691785456655826,0.8456682897368135,0.14610425966798124,0.047619047619047616,0.10540794265720109,0.030306574976983577,0.09601824329315055,0.04836140667297942
111,0.92,0.5190041391463234,0.1588363459338531,0.9511633183254291,0.05956518245867043,0.047619047619047616,0.03564129422884636,0.026850451723550984,0.07369827652921047,0.07660898515048949
112,0.92,0.540713221499318,0.1263369012910257,0.6284339063033965,0.21550940369661403,0.047619047619047616,0.16581203432535796,0.08684318608768092,0.08215247273421379,0.08553951660840585
113,0.92,0.7188657957217053,0.061535026273574704,0.7132793621636206,0.16158920286280637,0.047619047619047616,0.056122468731798436,0.04024899480883394,0.08051307210330322,0.08904301810373672
114,0.92,0.27146453752947963,0.1518273779201036,0.3757257265167876,0.04039101781774315,0.047619047619047616,0.12581630706661015,0.08070364285154066,0.1053674709198348,0.08756271292126956
115,0.92,0.7631882101287131,0.11630431851703266,0.49420308424300274,0.05275860525310938,0.047619047619047616,0.16243647289083538,0.1612545492392779,0.04563553220028948,0.05870920433887265
116,0.92,0.21751067908597538,0.08944808663294611,0.34321381408154816,0.2466006525922984,0.047619047619047616,0.08227956679232833,0.0328242741400501,0.09974285277124326,0.08215221554204906
117,0.92,0.17935150247017712,0.21071588979053424,0.12325648608806505,0.09025481605330621,0.047619047619047616,0.06899505688235798,0.04730235828380875,0.06062888909331491,0.08907827820086846
118,0.92,0.7323508947816123,0.10144241370498604,0.9077911326561111,0.24624810592773166,0.047619047619047616,0.25849365126886753,0.2521676681748091,0.09224676144685098,0.08962075438705439
119,0.92,0.10231216999840205,0.12032193972486366,0.9620118789252222,0.11259038623073583,0.047619047619047616,0.04316938329531399,0.037989542211147864,0.08623292133751419,0.059314201144468254
120,0.92,0.21932151625017615,0.13579804061089476,0.27001197047865644,0.24677283296819041,0.047619047619047616,0.11122859298637726,0.07852181614393111,0.0954346023189284,0.07708606994821658
121,0.92,0.38735410586848495,0.14824527978339275,0.7673254167202429,0.08509468291422359,0.047619047619047616,0.2647517412664188,0.1708963579610188,0.11784341278473909,0.08240257613341759
122,0.92,0.06451579992024715,0.12632154088070094,0.5675873878343316,0.002200393425999453,0.047619047619047616,0.2778835055451775,0.21187966711609635,0.15508990870479392,0.07957796199133171
