time,daily_test,daily_positive,daily_pct_positive,children_daily_test,children_daily_positive,children_daily_pct_positive,daily_vaccinated_dose1,daily_vaccinated_dose2,daily_moderate,daily_severe,daily_critical,daily_total_hospital,daily_fatality,cumulative_positive,cumulative_dose1,cumulative_dose2,children_cumulative_positive,cumulative_total_hospitalization,cumulative_fatality
2021-02-23,70571,4390,0.06220685550721968,46797,2497,0.05335812124708849,76913,69897,16,47,13,76,34,757815,4534993,3150399,491157,16545,5656
2021-02-24,72557,4282,0.059015670438413936,44878,2471,0.05506038593520211,60656,62586,23,52,11,86,27,762097,4595649,3212985,493628,16631,5683
2021-02-25,66892,3751,0.05607546492854153,39229,2061,0.052537663463254225,51152,64225,22,53,15,90,24,765848,4646801,3277210,495689,16721,5707
2021-02-26,63130,3763,0.05960715982892444,34619,2079,0.06005372772177128,24837,30934,19,34,15,68,22,769611,4671638,3308144,497768,16789,5729
2021-02-27,23470,1421,0.060545377077119725,12985,828,0.06376588371197536,17452,20373,22,39,8,69,27,771032,4689090,3328517,498596,16858,5756
2021-02-28,51983,3013,0.05796125656464613,29388,1690,0.05750646522390091,39049,53847,26,44,13,83,22,774045,4728139,3382364,500286,16941,5778
2021-03-01,0,0,,0,0,,45395,61019,21,71,12,104,18,774045,4773534,3443383,500286,17045,5796
2021-03-02,0,0,,0,0,,40864,64295,31,66,9,106,21,774045,4814398,3507678,500286,17151,5817
2021-03-03,0,0,,0,0,,41943,66173,20,59,12,91,16,774045,4856341,3573851,500286,17242,5833
2021-03-04,0,0,,0,0,,39107,76222,16,56,12,84,18,774045,4895448,3650073,500286,17326,5851
2021-03-05,0,0,,0,0,,17171,36408,18,53,20,91,18,774045,4912619,3686481,500286,17417,5869
2021-03-06,0,0,,0,0,,10672,25212,24,64,10,98,18,774045,4923291,3711693,500286,17515,5887
2021-03-07,0,0,,0,0,,30899,72213,0,0,0,0,0,774045,4954190,3783906,500286,17515,5887
2021-03-08,0,0,,0,0,,34778,72617,0,0,0,0,0,774045,4988968,3856523,500286,17515,5887
2021-03-09,0,0,,0,0,,0,0,0,0,0,0,0,774045,4988968,3856523,500286,17515,5887
2021-03-10,0,0,,0,0,,0,0,0,0,0,0,0,774045,4988968,3856523,500286,17515,5887
2021-03-11,0,0,,0,0,,0,0,0,0,0,0,0,774045,4988968,3856523,500286,17515,5887
